prompt_id,judge_delta,high_gap_delta,length_delta,completion_delta,refusal_diagnostic_delta,seed,comparison
kd_4763ae933051f649c7787e07,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_4143f7934d8081b4b40d7876,-0.4109266768951644,0.0,-25.0,0.0,0.0,42,knn_minus_proxy
kd_6971c8a7d93ca6c0fb87327c,-0.26149879438783175,0.0,123.0,-1.0,0.0,42,knn_minus_proxy
kd_201f90802d2394c5aa7815ed,1.5951426457657747,0.0,-240.0,0.0,1.0,42,knn_minus_proxy
kd_24ccb3fcf8e2d0d665c3484d,0.0539341263424903,0.0,-243.0,1.0,0.0,42,knn_minus_proxy
kd_1b9a4d75c053a822348c97b5,-0.013074939719391498,0.0,-36.0,0.0,0.0,42,knn_minus_proxy
kd_5dddbafd3cdef4834e92f57a,0.48564061814883064,0.0,2.0,0.0,0.0,42,knn_minus_proxy
kd_8475db7047f02a3b5bfd79f4,0.04482836475219987,0.0,-124.0,0.0,0.0,42,knn_minus_proxy
kd_f297ea2ae829946d73e03751,0.5311694261002835,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_1f2adf27a567024a0fad633c,-0.44828364752199756,0.0,-28.0,0.0,1.0,42,knn_minus_proxy
kd_5bb61e7e3ec5f3e5b4d72be0,-0.14767677450919972,0.0,-12.0,0.0,0.0,42,knn_minus_proxy
kd_8d34261c233b4482bd3a9f10,0.20919903551026564,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_db630f9fac261aae2da35b05,-0.014942788250733363,-1.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_c76edaaf58c95ed625250242,0.07471394125366626,0.0,-48.0,1.0,0.0,42,knn_minus_proxy
kd_8b0e8de90b798303dcafdfaa,0.38477679745638116,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_e5a3f5e98071bffa6e3bd18e,-0.537940377026397,0.0,25.0,0.0,0.0,42,knn_minus_proxy
kd_52a963b6298f99e5bc971159,0.6327336899919861,0.0,-170.0,0.0,0.0,42,knn_minus_proxy
kd_1b76167e70ae814132a60b33,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_6003a3f093f328c732ee04db,-1.427503240077861,0.0,77.0,0.0,-1.0,42,knn_minus_proxy
kd_c9d78cd8af2c57e8e322f606,-0.02241418237609971,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_d733c318fd9b7f90ea826c47,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_c23ae3c0389744b8cc8128dc,0.07844963831634955,0.0,-65.0,0.0,0.0,42,knn_minus_proxy
kd_3abc038ff690aefa71fa1d0c,-1.21783724243476,0.0,-91.0,0.0,0.0,42,knn_minus_proxy
kd_2adc04ac3b6879ac4ed8c920,-0.1270137001312326,0.0,9.0,0.0,0.0,42,knn_minus_proxy
kd_8c9bec58f7026f319aa477b0,-0.5528831652771304,0.0,-19.0,0.0,0.0,42,knn_minus_proxy
kd_50e81536ba16b1febbc52881,0.0373569706268331,0.0,-11.0,0.0,0.0,42,knn_minus_proxy
kd_5cd61749928b2a949a904b2b,0.41921525475299287,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_b6ac530b94d265ef1c3723e4,-0.6201257124054299,0.0,-56.0,0.0,0.0,43,knn_minus_proxy
kd_7695c04e2f4aa27f34f0cfbd,0.048564061814882986,0.0,-103.0,0.0,0.0,43,knn_minus_proxy
kd_43c10c5c575cfcf3ad4c3f30,0.1867848531341656,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_219d26da3deb62df0b005308,-0.543543922620422,0.0,31.0,0.0,0.0,43,knn_minus_proxy
kd_9cfbac2012d7295b357b1d03,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_7573ba899293d7e36aef3786,-0.029885576501466504,0.0,-13.0,0.0,0.0,43,knn_minus_proxy
kd_d15ed33a910802adacc3fd24,-0.38512701905600766,0.0,-12.0,0.0,0.0,43,knn_minus_proxy
kd_5e298ada43fdbcc88b5a60c1,-0.4333408592712642,0.0,-48.0,0.0,0.0,43,knn_minus_proxy
kd_2a46a75e1c18196fe730e2e7,0.0380574138260862,0.0,-8.0,0.0,0.0,43,knn_minus_proxy
kd_e177f6055163fbfd4e20ac03,0.3175342503280819,0.0,-49.0,0.0,0.0,43,knn_minus_proxy
kd_1287f4d13e1295c95caccdee,2.1218759316041216,0.0,-243.0,1.0,1.0,43,knn_minus_proxy
kd_6b8ac712eda8bbbac2f7903a,-0.35208944815790233,0.0,-7.0,0.0,0.0,43,knn_minus_proxy
kd_1d6af05820a9efb4f12963e8,0.8806905825275909,0.0,-59.0,0.0,0.0,43,knn_minus_proxy
kd_13efffb08aa3d0e439742776,-0.4473497232563267,0.0,-28.0,0.0,0.0,43,knn_minus_proxy
kd_50c0d02613c6ca3ba4fe4df1,0.0423184432882094,0.0,19.0,0.0,0.0,43,knn_minus_proxy
kd_25de202b286f85e95bad9ffc,0.3735697062683314,0.0,2.0,0.0,0.0,43,knn_minus_proxy
kd_0f7a3f96892e9379826b6755,0.38851249451906444,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f15db617dcc4c8762ed2d589,-0.5921079844353052,0.0,-128.0,0.0,0.0,43,knn_minus_proxy
kd_b110ddb367a0f8167a7dfa9c,-0.0756478655193371,0.0,11.0,0.0,0.0,43,knn_minus_proxy
kd_86697c70ae5e12f0c5b6aed4,-0.23161321788636524,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_add43391da210c3e1b157227,-0.08778888097305781,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_d1d640853132fc17ba37f815,-0.29325221942064006,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_d26a1ccfdc5e29d184db77fe,-0.287648673826615,0.0,-38.0,0.0,1.0,43,knn_minus_proxy
kd_4a0b566c572101857260ba19,0.024282030907441604,0.0,-172.0,1.0,0.0,43,knn_minus_proxy
kd_192c5b80f8ba0cf00211b58c,-0.173709913414774,0.0,-88.0,0.0,0.0,43,knn_minus_proxy
kd_3c7df3bbc64e416eacdc3b97,-0.018678485313416537,0.0,6.0,0.0,0.0,43,knn_minus_proxy
kd_67177a1d4a66e393ebb0d10f,-0.321269947390765,0.0,-102.0,0.0,0.0,43,knn_minus_proxy
kd_03c8532d2fbb46edd80cb55a,-0.1252334069997975,0.0,-24.0,0.0,0.0,43,knn_minus_proxy
kd_c8255a1f881250bea9d24744,0.4085918662309873,0.0,-74.0,0.0,0.0,43,knn_minus_proxy
kd_82097ed0fcacd74298cc8d2d,-0.5524162031442947,0.0,-59.0,0.0,0.0,43,knn_minus_proxy
kd_0ecf6a0f2aa0bb19d4b754ab,-0.7583465037247126,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_ea0da14e287368179aecbe7d,0.044828364752199756,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_1630d917a79188d8c5435cce,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_b4ca5c72954c93f5fa907cf7,0.6275971065307966,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_b6e759e6f1d1cfa4f3866a0a,0.0022180701309682006,0.0,-1.0,0.0,0.0,43,knn_minus_proxy
kd_09a3e23137f3c535fd5ce71c,-0.5752973476532299,0.0,-26.0,0.0,0.0,43,knn_minus_proxy
kd_e12416d3adebadb26b22db83,-0.2185382781669738,0.0,-69.0,0.0,0.0,43,knn_minus_proxy
kd_79142af4a61394f005aed390,0.21293473257294887,0.0,-52.0,0.0,0.0,43,knn_minus_proxy
kd_8595082b4be2adbf36df2397,0.06724254712829958,0.0,-33.0,1.0,0.0,43,knn_minus_proxy
kd_7b7ad7282c5dbdfd501944a2,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_2bb218d77d9786a30617fce9,-0.0695773577924767,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_86d096064ddcc9bcd47b348c,-0.2839129767639317,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f50a0d1e71d129f5c4f8dcba,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_0aceef94927d94d499ba1117,-0.33271051964523246,0.0,-10.0,0.0,0.0,43,knn_minus_proxy
kd_fc7db40650f051e1a7b3b25c,0.6467425539770485,0.0,25.0,0.0,0.0,43,knn_minus_proxy
kd_4259334244c0e7a98a7a4467,-0.8778888097305787,0.0,-94.0,0.0,0.0,43,knn_minus_proxy
kd_ab05f25840a0bdcb28d8c4b6,-0.23161321788636557,1.0,-42.0,1.0,0.0,43,knn_minus_proxy
kd_2a0da9d2f1b7527e78849cd8,0.5846365903099384,0.0,-244.0,1.0,1.0,43,knn_minus_proxy
kd_289e471b468be0dd1cfc130b,-0.2974548786161587,0.0,-25.0,0.0,0.0,43,knn_minus_proxy
kd_6fbe8e49e73593b8e40b2985,-0.0635068500656163,0.0,-4.0,0.0,0.0,43,knn_minus_proxy
kd_ed869b316e0b90de53aa8a6a,-0.06724254712829958,0.0,-4.0,0.0,0.0,43,knn_minus_proxy
kd_64c8f1ef4af48e288af57579,-0.3063271591400315,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_752ab4534ea407f3576791de,-0.6761611683456796,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_eaa0a2b11f10c99e19680e57,0.6761611683456796,1.0,-53.0,0.0,0.0,43,knn_minus_proxy
kd_67adcc095cd9aa4d7b363e72,0.011207091188049967,-1.0,14.0,0.0,0.0,43,knn_minus_proxy
kd_aba477edf0e6dbe37affdf05,-0.6878352216665651,0.0,35.0,-1.0,0.0,43,knn_minus_proxy
kd_26e668bec024526b0d237184,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_8f3a7c444b919fefb1ad42f5,0.0635068500656163,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_42cedabbc8044ad805908ff6,0.11207091188049945,0.0,-24.0,0.0,0.0,43,knn_minus_proxy
kd_9fbd59ca280e2f7c4c3a6796,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_cf3a39f7a30b2ea12c3e3ba4,0.4029883206369623,0.0,-35.0,0.0,0.0,43,knn_minus_proxy
kd_e995a0867d374d01a5be11fd,-0.5229975887756637,0.0,-32.0,0.0,0.0,43,knn_minus_proxy
kd_8e8e9162242a8bab5b026832,0.4697639056324266,0.0,-78.0,0.0,0.0,43,knn_minus_proxy
kd_7fcdb2e651cb227d61f7128f,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_4625d016594b13610eaf3274,-1.2229738258959495,0.0,-54.0,0.0,1.0,43,knn_minus_proxy
kd_2d70579b7cf34ab8b881b000,0.35862691801759794,0.0,-23.0,0.0,0.0,43,knn_minus_proxy
kd_4cf2ef59848e28715b0a597c,0.5566188623398136,0.0,-8.0,1.0,0.0,43,knn_minus_proxy
kd_f857f68af9fbc270c5008dae,0.39038034305040614,0.0,14.0,0.0,0.0,43,knn_minus_proxy
kd_e68b62838507b9b07e05da8d,0.3660983121429646,0.0,-21.0,0.0,0.0,43,knn_minus_proxy
kd_d823dc74da5e744a9c5211c1,0.1382207913192825,0.0,1.0,0.0,0.0,43,knn_minus_proxy
kd_e1433b2d913ab922c068ae75,-0.0037356970626833963,0.0,-16.0,0.0,0.0,43,knn_minus_proxy
kd_6a87f8b62aaa939421669490,-0.05603545594024972,0.0,-16.0,0.0,0.0,43,knn_minus_proxy
kd_9c0f35b5ee363766658fa9fe,-0.3016575378116775,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_f5909a5db98cbcff855a9f3e,0.7172538360351961,0.0,-17.0,0.0,0.0,43,knn_minus_proxy
kd_1a269e8a183e99f05159d878,0.13261724572525763,0.0,25.0,0.0,0.0,43,knn_minus_proxy
kd_051c247edfdb5485f2c1ab04,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_85c2fafd20b581654035d0f1,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_7a000af99dd910c536d74f8f,-0.17931345900879903,0.0,-163.0,1.0,0.0,43,knn_minus_proxy
kd_83172de6d67da8a1fa3e7927,-0.028017727970124806,0.0,-16.0,0.0,0.0,43,knn_minus_proxy
kd_367e035e5c26e544a66bb970,1.2570620615929347,0.0,-190.0,1.0,1.0,43,knn_minus_proxy
kd_95e2d25d4657888961b58b46,0.3474198268295481,0.0,-25.0,0.0,0.0,43,knn_minus_proxy
kd_763925f81f998cbd44083bd0,0.2801772797012485,0.0,-31.0,0.0,-1.0,43,knn_minus_proxy
kd_badba8e96cf959cefcaf1f1e,1.4270362779450254,0.0,-241.0,1.0,1.0,43,knn_minus_proxy
kd_1e83dcea3dec4ec644646014,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_6186761abcaaedbf9bb574f1,0.5080548005249306,0.0,-127.0,0.0,0.0,43,knn_minus_proxy
kd_2488e674ed614fbed37f6015,0.1818817507393938,0.0,-49.0,0.0,0.0,43,knn_minus_proxy
kd_6544e5e4d9f5d0ed92b2020c,-0.874153112667895,0.0,-149.0,1.0,0.0,43,knn_minus_proxy
kd_29eeb12d74e5ef3f01667ceb,0.2465560061370986,0.0,-21.0,0.0,0.0,43,knn_minus_proxy
kd_f559118ba8bef09810af916e,-0.15689927663269887,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_14a51154c0b60f1506c64150,-0.5043191034622471,0.0,10.0,0.0,0.0,43,knn_minus_proxy
kd_ebd5112eb8df2c99d6daca41,-0.054634569541743505,0.0,-88.0,0.0,0.0,43,knn_minus_proxy
kd_c12d4113db3ed7ef546595d8,-0.3875785702533936,0.0,-66.0,0.0,-1.0,43,knn_minus_proxy
kd_42f66aa9b511a4450e6db56d,-0.321269947390765,0.0,-42.0,0.0,0.0,43,knn_minus_proxy
kd_a71863453c9b8aebebf9abf6,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_0c8a28ad95050087db9ccbd7,0.0037356970626833963,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_9bf706330f1dbb43cb189bcf,-0.6500112889068965,0.0,-187.0,1.0,0.0,43,knn_minus_proxy
kd_ffd971ab3dc06e3ac3df4d6a,0.2839129767639318,0.0,-17.0,0.0,0.0,43,knn_minus_proxy
kd_1ca76deb0e06433a778b7e84,1.2103658483093933,0.0,-144.0,0.0,1.0,43,knn_minus_proxy
kd_aa055010781c1e019ef3d80a,-0.5752973476532303,0.0,-93.0,1.0,0.0,43,knn_minus_proxy
kd_84822e7c0fb605ca1ffa73c7,-0.3025914620773483,0.0,2.0,0.0,0.0,43,knn_minus_proxy
kd_6fc8b1070b637d9af5702a73,0.3959838886444311,0.0,-31.0,0.0,0.0,43,knn_minus_proxy
kd_fb946893662533a221acd495,0.30259146207734827,0.0,-14.0,0.0,0.0,43,knn_minus_proxy
kd_0c1fcda6e46b9f5d6097ee6a,0.5790330447159135,0.0,58.0,0.0,0.0,43,knn_minus_proxy
kd_20acd2db15e21078427bf826,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_24f6ff0687bf1363d989a142,0.23908461201173192,0.0,-199.0,1.0,1.0,43,knn_minus_proxy
kd_e4381a69329bd6264953a1da,-0.8073775276724309,0.0,166.0,-1.0,0.0,43,knn_minus_proxy
kd_0fa072b020347c84d0f9f9e0,-0.2689701885131986,0.0,-53.0,0.0,0.0,43,knn_minus_proxy
kd_a7fe3db4d8084a3554050976,-0.184917004602824,-1.0,-67.0,0.0,0.0,43,knn_minus_proxy
kd_226475783237b2de05959e8a,-0.3978517371757728,0.0,-11.0,0.0,0.0,43,knn_minus_proxy
kd_82f951245b1dda7314a68294,-0.3614286908146106,0.0,-114.0,0.0,0.0,43,knn_minus_proxy
kd_748ec285b3988b22a6fd8374,-0.2241418237609989,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_78df0e4099ba4e84c9b38c3a,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_802ac4885cac8723e268820d,-0.10184152265807361,0.0,41.0,0.0,0.0,43,knn_minus_proxy
kd_a7fd594adb76fe9a5852764f,0.23628283921471951,0.0,-51.0,1.0,0.0,43,knn_minus_proxy
kd_b122bfb7fe8ede08e8bb415d,0.22414182376099878,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_2bcd91836cecc2ec105b5a7a,0.0747139412536662,0.0,33.0,0.0,0.0,43,knn_minus_proxy
kd_325988d77939660a8e9793eb,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_15b91891c359cc93c4d5dc07,0.6238614094681132,0.0,6.0,0.0,0.0,43,knn_minus_proxy
kd_e7deeb908b4c9779cc1f250e,-0.29792184074899425,0.0,9.0,0.0,0.0,43,knn_minus_proxy
kd_2ec551d0ea262c092b9b06e8,-0.3385475463056752,0.0,18.0,-1.0,0.0,43,knn_minus_proxy
kd_b6d470cdf01032207a171faa,-1.1375197555870686,0.0,-59.0,0.0,0.0,43,knn_minus_proxy
kd_e9b30d3fb2b21648b8f15b1f,-0.9096422347633867,0.0,-30.0,0.0,0.0,43,knn_minus_proxy
kd_a6f5907b87ebeed9667a8ef7,-0.6388041977188464,0.0,-56.0,0.0,0.0,43,knn_minus_proxy
kd_7c35bcee3a72947238d26ec9,0.3436841297668649,0.0,-50.0,0.0,0.0,43,knn_minus_proxy
kd_9663dc0445544f3d9b6421f6,0.1699742163520907,0.0,-9.0,0.0,0.0,43,knn_minus_proxy
kd_a9452342ddea3892ab46345c,-0.19425624725953228,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_3017401732c33f9490fb79bd,0.14756003397599082,0.0,1.0,0.0,0.0,43,knn_minus_proxy
kd_1a2a8f2ad67f8bdc6147bf3a,-0.1550314281013575,0.0,37.0,0.0,0.0,43,knn_minus_proxy
kd_40ac11f63f31a7501a637338,-0.1965910579237093,0.0,-11.0,0.0,1.0,43,knn_minus_proxy
kd_75d8ff20f11e75b72e068de6,0.04856406181488315,0.0,75.0,-1.0,0.0,43,knn_minus_proxy
kd_b3da0a72d89e29d87b1acf56,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_c27de7b13324d1108ef1172e,-0.7352136374410456,0.0,141.0,0.0,0.0,43,knn_minus_proxy
kd_199ec2bc091a07547aa118c2,-0.1568992766326992,0.0,-26.0,1.0,0.0,43,knn_minus_proxy
kd_17e7c1f63b2ca1bf0ebaeb84,-0.2017276413848989,1.0,173.0,-1.0,0.0,43,knn_minus_proxy
kd_a955023c928fb3bc77dead05,0.2764415826385651,0.0,-243.0,1.0,1.0,43,knn_minus_proxy
kd_1ab792535d936d204130a63d,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_b87df26623a45147b4911f14,0.48190492108614746,0.0,10.0,0.0,0.0,43,knn_minus_proxy
kd_fe5993bcd7ba344b5a136aa3,-0.4464157989906559,0.0,-41.0,0.0,0.0,43,knn_minus_proxy
kd_afb3ba49f097d119e49e3fe0,0.1225775598692961,0.0,17.0,0.0,0.0,43,knn_minus_proxy
kd_42e0de0b60f99f460f80671c,0.16810636782074906,0.0,-12.0,0.0,0.0,43,knn_minus_proxy
kd_8df7cc2db49186bba9541c22,0.6294649550621383,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_31a829970bb4c83c7ab4548f,-0.8872280523872869,0.0,-9.0,1.0,0.0,43,knn_minus_proxy
kd_55e56447b486ce90456fd651,0.05977115300293323,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_4da3a59766f0961bed8e8004,0.07097824419098292,0.0,-24.0,0.0,0.0,43,knn_minus_proxy
kd_2276dce93dc09df494cd3665,1.3427787981015358,0.0,-129.0,0.0,0.0,43,knn_minus_proxy
kd_dd50ae44f1aec029b28e45df,-0.01307493971939161,0.0,70.0,0.0,0.0,43,knn_minus_proxy
kd_87fd2187baacc3ac73021e73,0.5426099983547511,0.0,-10.0,0.0,0.0,43,knn_minus_proxy
kd_d254ecd9d2c44b185bfdb665,-0.15876712516404085,0.0,-37.0,0.0,1.0,43,knn_minus_proxy
kd_bc78fa42c32027c76c4cb54b,0.3063271591400317,0.0,-24.0,1.0,0.0,43,knn_minus_proxy
kd_96899161374a07ffc3eaa0cf,0.593041908700976,0.0,-98.0,0.0,0.0,43,knn_minus_proxy
kd_7f6a192fa9ba5ffb2c0ab1fc,-0.19238839872819058,0.0,-8.0,0.0,0.0,43,knn_minus_proxy
kd_67d59adb743926615c9faf5f,0.0,0.0,-28.0,1.0,0.0,43,knn_minus_proxy
kd_ac40c9b5469a30d72147b730,-0.1642539302248569,0.0,-207.0,1.0,0.0,43,knn_minus_proxy
kd_3d789b2f78ffc7376d7de661,0.021480258110428974,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_7e56fe7174e265e41bf4afec,-0.44454795045931395,0.0,75.0,0.0,0.0,43,knn_minus_proxy
kd_da0c97d36ca33f19eb8c13b1,-0.330725930580682,0.0,-4.0,0.0,0.0,43,knn_minus_proxy
kd_f0edfff8855a782029537abd,0.8498710817604538,0.0,-159.0,0.0,0.0,43,knn_minus_proxy
kd_52c8620ec9294e9d8434e1ec,0.2105999219087718,0.0,-70.0,0.0,1.0,43,knn_minus_proxy
kd_2e2e27ac59ab82a2511b735f,0.23021233148785908,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_d462b092f427cd31cae5cb8d,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_b91bbc7f3a1ede90552d52d8,-0.22600967229234037,0.0,-9.0,0.0,0.0,43,knn_minus_proxy
kd_3a3b2fddc100b32b2226ad90,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_c6ebcc27be318fae935a6101,-0.14195648838196573,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_0b63333a947642c7b1301f73,-0.08218533537903294,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_9ca9660c7b872f998d43ce37,-0.24468815760575702,0.0,-23.0,0.0,1.0,43,knn_minus_proxy
kd_2be4d3c2fd5884a54727d97f,0.022414182376099878,0.0,-28.0,0.0,0.0,43,knn_minus_proxy
kd_5384f336b14f189793b90848,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_14dbade9267804825ba62e2f,0.3728692630690781,0.0,-16.0,0.0,0.0,43,knn_minus_proxy
kd_006d737db8deef4192483b68,0.37076793347131887,0.0,23.0,0.0,0.0,43,knn_minus_proxy
kd_ce48f78d0523145c4b29299a,0.8405318391037453,0.0,26.0,0.0,0.0,43,knn_minus_proxy
kd_3f9f6c6a9ad4892e1410f832,0.3959838886444311,0.0,-10.0,0.0,0.0,43,knn_minus_proxy
kd_3aa3a6c789c08ba74724e49e,-0.6761611683456796,0.0,10.0,0.0,1.0,43,knn_minus_proxy
kd_51d7fdc7febe6070c3752f93,0.2465560061370986,0.0,-32.0,0.0,0.0,43,knn_minus_proxy
kd_5a1643dcfb70ce5ea68d25f6,-0.0032687349298479024,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_1148daf4b1c7855fd786f047,1.0002328885334568,0.0,-218.0,1.0,0.0,43,knn_minus_proxy
kd_821e8bed368743cb8949bedb,0.8928315979813117,0.0,-145.0,1.0,0.0,43,knn_minus_proxy
kd_aac1574e80ac87f8557064b8,-1.1711410291512185,0.0,-42.0,0.0,0.0,43,knn_minus_proxy
kd_5c554dbaea142c518dac12b0,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_7366566281309e17126c41fd,0.0,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_16fc4752242267eed1a7eb99,0.0074713941253665705,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_85beb53ccc24e26a5bc92d7a,0.4632264357727307,0.0,-120.0,1.0,0.0,43,knn_minus_proxy
kd_43347729c3d598dac52e2dff,0.22694359655801122,0.0,-6.0,0.0,0.0,43,knn_minus_proxy
kd_5d67c0982732e57da0b176ae,0.2465560061370986,0.0,40.0,0.0,0.0,43,knn_minus_proxy
kd_cb90121acea3cc10b1cd0bdf,0.1942562472595324,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_a6de584789832e35803199ee,-0.05229975887756638,0.0,-23.0,0.0,0.0,43,knn_minus_proxy
kd_6d6efc5947452ec5a720112a,0.6946061725926787,0.0,-17.0,1.0,0.0,43,knn_minus_proxy
kd_0d00c76afa4987a9aff899ee,0.011207091188049967,0.0,-14.0,1.0,0.0,43,knn_minus_proxy
kd_d1a4b9346fa249ef85f6e378,0.49871555786822225,0.0,-35.0,0.0,1.0,43,knn_minus_proxy
kd_fdad39478f675422aa848a1c,0.18678485313416573,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_05af3763f3fc7048c7fd3bd8,-0.005603545594024928,0.0,-38.0,0.0,0.0,43,knn_minus_proxy
kd_fc97ff55f1b6b027235c854e,0.9526027509842449,0.0,-139.0,1.0,0.0,43,knn_minus_proxy
kd_fc7ea53f8df2775c425532b2,-0.27270588557588193,0.0,-11.0,0.0,0.0,43,knn_minus_proxy
kd_738b1cab4a2d3d3ddd4c0bc4,0.2839129767639317,0.0,-5.0,0.0,0.0,43,knn_minus_proxy
kd_8646975820c0f4c20f5b4496,0.014942788250733363,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_0637d2ba500730c793ff2e4e,0.029885576501466504,0.0,-27.0,0.0,0.0,43,knn_minus_proxy
kd_73e35b9b277fc64319d2d17f,-0.34368412976686474,0.0,-61.0,0.0,0.0,43,knn_minus_proxy
kd_9c770ca4a5c9fb6e0e1dff93,-0.3492876753608897,0.0,-122.0,0.0,0.0,43,knn_minus_proxy
kd_75f488d063803eeeb6666076,-0.4786361861562993,0.0,62.0,-1.0,0.0,43,knn_minus_proxy
kd_af94251062d5e58be540de56,-0.9432635083275365,0.0,19.0,0.0,0.0,43,knn_minus_proxy
kd_aadcfae83998198fbdcd6799,-0.321269947390765,0.0,-32.0,0.0,1.0,43,knn_minus_proxy
kd_92f53eafd9f43f45053e1dc8,0.11954230600586602,0.0,-7.0,0.0,0.0,43,knn_minus_proxy
kd_b463ef298a7278fd4e8a7698,-0.014942788250733252,0.0,20.0,0.0,1.0,43,knn_minus_proxy
kd_5f775e49ea0f06a0b64ee81e,-0.06537469859695788,0.0,-161.0,1.0,1.0,43,knn_minus_proxy
kd_0a11333097835c8000a298e8,-0.4408122533966309,0.0,30.0,-1.0,0.0,43,knn_minus_proxy
kd_ff12214927cffc1bc78a3f3b,0.08218533537903289,0.0,-42.0,0.0,0.0,43,knn_minus_proxy
kd_955b68ce87e0b551b0f22cc1,-0.10459951775513276,0.0,-70.0,1.0,0.0,43,knn_minus_proxy
kd_00ddc07213c50dbb42a236b4,0.033621273564149845,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_3a93cb91626c91324299e6b3,-0.02614987943878322,0.0,-21.0,0.0,0.0,43,knn_minus_proxy
kd_3678c9bd88df7259ac3be8d7,0.31940209885942333,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_6536fbf15f66f2071646b558,-0.030819500767137402,0.0,29.0,0.0,0.0,43,knn_minus_proxy
kd_ef541e60f97b7051cfe71d83,-0.1169740142752712,0.0,-19.0,0.0,0.0,43,knn_minus_proxy
kd_8f656d90b7ba87bf9e9df386,-0.1232780030685493,0.0,-12.0,0.0,0.0,43,knn_minus_proxy
kd_30ca0cbde6249db0b42c9ca4,0.03362127356414979,0.0,7.0,0.0,0.0,43,knn_minus_proxy
kd_d7079c7e3d74a15c9ce4741e,-0.10646736628647446,0.0,0.0,0.0,0.0,43,knn_minus_proxy
kd_39ce005bc1284f9eff126627,0.3362127356414982,0.0,-38.0,0.0,0.0,43,knn_minus_proxy
